                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                 1.3955,                0.78483,                 1.5163,                 0.8723,                0.85835,                0.91579,                0.46624,                 1.5551,                0.75882,                 1.6725,               0.004555,               0.004555,               0.004555
                    112,                 1.3775,                0.77443,                 1.4917,                0.87906,                0.88949,                0.92384,                0.46389,                  1.597,                0.73436,                 1.7127,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.3795,                0.77478,                 1.4722,                0.88342,                 0.8907,                0.92086,                0.44366,                 1.6286,                0.74153,                 1.7296,               0.004456,               0.004456,               0.004456
                    114,                   1.37,                0.77799,                 1.4927,                 0.7864,                 0.7169,                0.77044,                0.38119,                 1.6215,                0.88685,                 1.7373,              0.0044065,              0.0044065,              0.0044065
                    115,                  1.365,                0.75938,                 1.4812,                0.88025,                0.84874,                0.90909,                0.44423,                 1.6189,                 0.7433,                 1.7283,               0.004357,               0.004357,               0.004357
                    116,                  1.387,                0.77683,                 1.4837,                0.84561,                0.88509,                0.92224,                0.45335,                 1.6219,                0.73416,                 1.7164,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3651,                0.76071,                 1.4814,                0.69776,                0.73364,                0.75203,                0.37938,                 1.6454,                0.91786,                 1.7425,               0.004258,               0.004258,               0.004258
                    118,                 1.3745,                0.78281,                 1.5055,                0.86372,                0.85693,                 0.9245,                0.46033,                 1.5763,                0.72845,                 1.6998,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3759,                0.77783,                 1.4919,                0.84809,                0.87277,                0.91536,                0.45413,                 1.5782,                0.73046,                 1.7077,               0.004159,               0.004159,               0.004159
                    120,                 1.3521,                0.75744,                 1.4718,                0.87195,                0.88532,                0.93189,                0.46999,                   1.59,                0.70969,                 1.6999,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3863,                0.78563,                 1.5022,                0.86046,                0.87853,                0.92405,                0.46012,                 1.5778,                0.73005,                 1.7001,                0.00406,                0.00406,                0.00406
                    122,                 1.3441,                0.76969,                 1.4765,                0.73798,                0.84152,                0.84116,                 0.4241,                 1.5909,                0.83526,                 1.7175,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3581,                0.76591,                 1.4826,                0.95616,                0.78287,                0.92095,                0.46648,                 1.5562,                0.72213,                  1.676,               0.003961,               0.003961,               0.003961
                    124,                 1.3518,                0.75945,                 1.4667,                0.86499,                0.87388,                0.92851,                0.47733,                 1.5693,                0.72503,                  1.686,              0.0039115,              0.0039115,              0.0039115
                    125,                  1.332,                0.75672,                 1.4608,                0.85857,                0.87143,                0.91825,                0.46636,                 1.5739,                0.72222,                 1.7178,               0.003862,               0.003862,               0.003862
                    126,                 1.3662,                0.78218,                 1.4911,                0.86322,                0.89081,                0.92462,                0.44974,                 1.6089,                0.74069,                 1.7307,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.3457,                0.73102,                 1.4678,                0.77009,                0.85722,                0.84266,                0.40422,                   1.67,                0.78143,                 1.7609,               0.003763,               0.003763,               0.003763
                    128,                 1.3609,                0.76867,                   1.48,                0.86524,                0.89635,                0.93539,                0.46818,                 1.5857,                0.70356,                 1.7023,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3321,                0.75064,                 1.4541,                0.88597,                0.87644,                0.92054,                0.45227,                 1.5903,                0.72392,                 1.7117,               0.003664,               0.003664,               0.003664
                    130,                 1.3382,                0.73565,                 1.4637,                0.89445,                0.88748,                0.93516,                0.46791,                 1.5773,                0.71946,                 1.7071,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.3395,                0.74385,                 1.4647,                0.83772,                0.87257,                0.91421,                0.45722,                  1.591,                 0.7105,                 1.7166,               0.003565,               0.003565,               0.003565
                    132,                 1.3398,                0.75366,                  1.474,                0.86783,                0.89358,                0.92831,                0.45634,                  1.601,                0.71665,                 1.7187,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.3435,                 0.7426,                 1.4723,                 0.8709,                 0.8931,                0.92172,                0.45017,                 1.6188,                0.71478,                 1.7306,               0.003466,               0.003466,               0.003466
                    134,                 1.3232,                0.73901,                 1.4566,                0.88651,                0.89411,                0.91055,                0.45005,                  1.592,                0.72671,                 1.7218,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3563,                0.75874,                 1.4748,                0.87383,                0.86325,                0.91396,                0.44241,                 1.6119,                0.74078,                  1.719,               0.003367,               0.003367,               0.003367
                    136,                 1.3371,                0.75899,                 1.4692,                0.86027,                0.89134,                0.93026,                0.46134,                 1.6044,                0.70246,                 1.7266,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.3229,                0.73746,                 1.4529,                0.85006,                0.90176,                0.92928,                0.46295,                 1.5915,                0.69405,                 1.7001,               0.003268,               0.003268,               0.003268
                    138,                 1.3602,                0.76337,                 1.4845,                0.88013,                0.90924,                0.93869,                0.45502,                 1.6234,                0.70618,                 1.7397,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.3417,                0.75174,                 1.4709,                0.82221,                0.87235,                0.90383,                0.45402,                 1.5939,                0.73452,                 1.7206,               0.003169,               0.003169,               0.003169
                    140,                 1.3171,                 0.7383,                  1.454,                0.90405,                0.86088,                0.93279,                0.46537,                 1.5991,                0.70114,                 1.7322,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.3415,                0.74158,                 1.4783,                0.92086,                0.85205,                0.93047,                0.46707,                 1.5966,                0.71716,                 1.7277,                0.00307,                0.00307,                0.00307
                    142,                 1.3025,                0.72131,                  1.433,                0.90405,                0.86356,                0.92509,                0.45897,                 1.5805,                0.69607,                 1.7169,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.3494,                0.76041,                  1.477,                0.85508,                0.89171,                0.92907,                0.45849,                 1.5951,                0.70495,                 1.7228,               0.002971,               0.002971,               0.002971
                    144,                 1.3459,                0.75805,                 1.4657,                0.88794,                 0.8826,                0.93317,                0.46257,                 1.5826,                0.70803,                 1.7163,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3234,                0.74342,                 1.4562,                 0.8717,                0.86062,                0.92056,                 0.4571,                 1.6031,                 0.7213,                 1.7315,               0.002872,               0.002872,               0.002872
                    146,                 1.3162,                0.74811,                 1.4492,                0.87943,                0.87658,                0.93077,                0.46264,                  1.579,                0.70369,                 1.7033,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3364,                0.74191,                 1.4611,                0.90444,                0.89806,                0.94293,                 0.4711,                 1.6016,                0.71577,                 1.7215,               0.002773,               0.002773,               0.002773
                    148,                 1.3238,                0.77045,                 1.4659,                  0.929,                0.78667,                0.91694,                 0.4725,                 1.5661,                0.69937,                 1.7037,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3242,                0.73127,                 1.4568,                0.86072,                  0.878,                0.92304,                0.47009,                 1.5666,                0.70658,                 1.7002,               0.002674,               0.002674,               0.002674
                    150,                 1.3309,                 0.7348,                 1.4597,                0.85698,                0.87809,                0.92965,                 0.4634,                 1.5697,                0.70533,                 1.6917,              0.0026245,              0.0026245,              0.0026245
